Node Index,Vertex Records,Total Nodes,Leaf Nodes,Min Depth,Max Depth,Mean Depth,Size (MB),Build Time (ms)
0,6258709,1048575,524288,19,19,19,398.126,2695.23
0,31290177,4194303,2097152,21,21,21,1950.44,15296.6
0,131343625,16777215,8388608,23,23,23,8155.54,69413.6
