Total Bounces,Avg BVH Time (ms),Avg QTree Time (ms),Avg BSDF Invert Time (ms),BVH Per Bounce (us),QTree Per Bounce (us),BSDF Invert Per Bounce (us)
4679718,4362.61,5832.45,2839.95,22.3737,29.9118,14.5647
4680265,4525.48,5893.06,2920.32,23.2063,30.2191,14.9752
4677239,4672.62,6113.18,3043.33,23.9763,31.3682,15.616
4673806,4688.75,6151.8,3072.86,24.0767,31.5895,15.7791
4674482,4723.88,6188.65,3088.22,24.2536,31.7741,15.8557
4677775,4788.72,6279.81,3136.99,24.5692,32.2195,16.0948
4679439,4744.12,6225.1,3114.97,24.3317,31.9274,15.9761
4672501,4557.67,5930.41,2945.59,23.4102,30.4612,15.1298
4677449,4119.46,5418.35,2657.73,21.137,27.8015,13.6368
4677535,4086.16,5484.32,2644.41,20.9657,28.1395,13.5682
4667981,4065.44,5431.04,2623.56,20.9021,27.9232,13.4888
4674567,4060.9,5394.56,2621.4,20.8493,27.6965,13.4587
4675161,4068.53,5360.09,2612.88,20.8859,27.5161,13.4132
4680657,4068.78,5395.57,2617.62,20.8626,27.6657,13.4218
4676082,4090.07,5448.85,2631.18,20.9923,27.9662,13.5046
4672690,4085.9,5421.65,2626.65,20.9861,27.8468,13.4911
4678679,4107.88,5487.09,2641.17,21.072,28.1469,13.5483
4672487,4069.9,5411.84,2615.57,20.9048,27.7976,13.4348
4674630,4065.35,5426.46,2601.67,20.8719,27.86,13.3572
4679868,4078.94,5458.14,2637.26,20.9182,27.9913,13.5248
4677556,4093.82,5463.12,2628.51,21.0049,28.0306,13.4866
4674747,4042.88,5416.15,2606.7,20.756,27.8064,13.3827
4676223,4078.13,5451.59,2622.39,20.9304,27.9795,13.459
4670930,4057.84,5401.29,2607.62,20.8499,27.7527,13.3984
4678301,4063.51,5497.24,2627.68,20.8461,28.2012,13.4802
4672031,4084.75,5403.27,2609.55,20.9832,27.7563,13.4051
4674906,4035.73,5402.26,2597.41,20.7186,27.7341,13.3345
4676261,4087.93,5459.93,2629.32,20.9805,28.022,13.4945
4675168,4083.13,5409.17,2617.47,20.9608,27.768,13.4368
