Node Index,Vertex Records,Total Nodes,Leaf Nodes,Min Depth,Max Depth,Mean Depth,Size (MB),Build Time (ms)
0,3205419,524287,262144,18,18,18,203.416,1268.14
0,16028428,2097151,1048576,20,20,20,997.154,7290.88
0,67377126,8925131,4462566,22,23,22.1202,4195.82,35558.3
