Node Index,Vertex Records,Total Nodes,Leaf Nodes,Min Depth,Max Depth,Mean Depth,Size (MB),Build Time (ms)
0,1584368,262143,131072,17,17,17,100.658,609.696
0,7941859,1048575,524288,19,19,19,494.437,3763.35
0,33349326,4194303,2097152,21,21,21,2068.26,16345
