Node Index,Vertex Records,Total Nodes,Leaf Nodes,Min Depth,Max Depth,Mean Depth,Size (MB),Build Time (ms)
0,7873818,1048575,524288,19,19,19,490.543,3614.4
0,39373102,8388607,4194304,22,22,22,2572.95,21141.6
0,165285148,33554431,16777216,24,24,24,10737.7,94574
