Node Index,Vertex Records,Total Nodes,Leaf Nodes,Min Depth,Max Depth,Mean Depth,Size (MB),Build Time (ms)
0,6251053,1048575,524288,19,19,19,397.688,2585.67
0,31291792,4194303,2097152,21,21,21,1950.53,16339.6
0,131378716,16777215,8388608,23,23,23,8157.55,71092.4
