Node Index,Vertex Records,Total Nodes,Leaf Nodes,Min Depth,Max Depth,Mean Depth,Size (MB),Build Time (ms)
0,6252220,1048575,524288,19,19,19,397.755,2660.07
0,31279942,4194303,2097152,21,21,21,1949.85,16281.4
0,131365950,16777215,8388608,23,23,23,8156.82,68548.3
