Node Index,Vertex Records,Total Nodes,Leaf Nodes,Min Depth,Max Depth,Mean Depth,Size (MB),Build Time (ms)
0,7869700,1048575,524288,19,19,19,490.308,3606.35
0,39355656,8388607,4194304,22,22,22,2571.95,21120.9
0,165331316,33554431,16777216,24,24,24,10740.3,93418.1
