Node Index,Vertex Records,Total Nodes,Leaf Nodes,Min Depth,Max Depth,Mean Depth,Size (MB),Build Time (ms)
0,8171250,1048575,524288,19,19,19,507.563,3937.93
0,40896037,8388607,4194304,22,22,22,2660.09,22969.6
0,171820597,33554431,16777216,24,24,24,11111.7,101333
