Node Index,Vertex Records,Total Nodes,Leaf Nodes,Min Depth,Max Depth,Mean Depth,Size (MB),Build Time (ms)
0,1587957,262143,131072,17,17,17,100.864,608.711
0,7936118,1048575,524288,19,19,19,494.108,3905.09
0,33361299,4194303,2097152,21,21,21,2068.95,15077.8
