Node Index,Vertex Records,Total Nodes,Leaf Nodes,Min Depth,Max Depth,Mean Depth,Size (MB),Build Time (ms)
0,3211074,524287,262144,18,18,18,203.739,1269.8
0,16029199,2097151,1048576,20,20,20,997.198,8055.76
0,67344403,8859685,4429843,22,23,22.1063,4191.45,36482
