Node Index,Vertex Records,Total Nodes,Leaf Nodes,Min Depth,Max Depth,Mean Depth,Size (MB),Build Time (ms)
0,2122111,312061,156031,17,18,17.3199,133.332,847.599
0,8476479,1224317,612159,19,20,19.2871,531.732,4559.87
0,33902417,4890273,2445137,21,22,21.2846,2126.46,17934.7
