Node Index,Vertex Records,Total Nodes,Leaf Nodes,Min Depth,Max Depth,Mean Depth,Size (MB),Build Time (ms)
0,4276940,689559,344780,18,19,18.4794,271.033,2235.02
0,17127918,2798555,1399278,20,21,20.5013,1086.82,7807.38
0,68454534,11079947,5539974,22,23,22.4858,4339.67,38452
