Node Index,Vertex Records,Total Nodes,Leaf Nodes,Min Depth,Max Depth,Mean Depth,Size (MB),Build Time (ms)
0,7867804,1048575,524288,19,19,19,490.199,3415.08
0,39361632,8388607,4194304,22,22,22,2572.29,22305.5
0,165324334,33554431,16777216,24,24,24,10739.9,93788.9
