Node Index,Vertex Records,Total Nodes,Leaf Nodes,Min Depth,Max Depth,Mean Depth,Size (MB),Build Time (ms)
0,3208510,524287,262144,18,18,18,203.592,1256.66
0,16037788,2097151,1048576,20,20,20,997.69,7985.43
0,67326426,8823731,4411866,22,23,22.0986,4189.05,36024.7
