Node Index,Vertex Records,Total Nodes,Leaf Nodes,Min Depth,Max Depth,Mean Depth,Size (MB),Build Time (ms)
0,1589122,262143,131072,17,17,17,100.93,677.11
0,7947163,1048575,524288,19,19,19,494.74,3213.84
0,33342707,4194303,2097152,21,21,21,2067.88,18079.7
