Node Index,Vertex Records,Total Nodes,Leaf Nodes,Min Depth,Max Depth,Mean Depth,Size (MB),Build Time (ms)
0,6253711,1048575,524288,19,19,19,397.84,2661.88
0,31270537,4194303,2097152,21,21,21,1949.31,16558.4
0,131351624,16777215,8388608,23,23,23,8156,71568.1
